loan_id,customer_id,segment,industry,region,rating_grade,outstanding_balance_vnd,undrawn_commitment_vnd,collateral_type,ltv,dscr,leverage,revenue_growth,cash_flow_margin,dpd,rating_downgrade_notches,pd_12m,lgd,ccf,ead_vnd,ifrs9_stage,lifetime_pd,ecl_vnd,default_flag
LN00250,CUS00183,Retail Mortgage,Transport,Binh Duong,BB,2593000000000,253606162658,Cash,0.8812,2.018,5.346,-0.0774,-0.0762,0,1,0.084232,0.408435,0.75,2783204621993,1,0.126348,95751172574,0
LN00251,CUS00026,Retail Mortgage,Transport,Hai Phong,BB,2305000000000,498263701999,Inventory,0.5821,1.45,1.181,0.2281,0.1257,35,1,0.100833,0.453729,0.75,2678697776499,2,0.3025,367659460674,0
LN00252,CUS00631,Large Corporate,Real Estate,Can Tho,A,1175000000000,361342636281,Machinery,0.7122,1.919,3.599,0.106,0.0372,0,0,0.012862,0.499265,0.4,1319537054512,1,0.019293,8473492320,0
LN00253,CUS00321,Retail Mortgage,Agriculture,Binh Duong,BB,2652000000000,669820277700,Unsecured,0.8773,2.76,3.548,-0.0613,-0.0035,0,2,0.086118,0.757046,0.75,3154365208275,2,0.258354,616949663364,0
LN00254,CUS00302,Large Corporate,F&B,Hai Phong,AA,925000000000,379406204456,Receivables,0.4574,1.577,1.26,0.0873,-0.0106,0,1,0.00625,0.410093,0.4,1076762481782,1,0.009375,2759831639,0
LN00255,CUS00331,Large Corporate,Construction,Binh Duong,A,2106000000000,113111606943,Machinery,1.0066,1.912,3.126,0.1862,0.0948,0,2,0.018181,0.602297,0.4,2151244642777,2,0.054544,70671852567,0
LN00256,CUS00164,Retail Mortgage,Healthcare,Hai Phong,AA,2011000000000,714827409678,Inventory,0.8325,1.597,3.031,0.0223,-0.0042,65,0,0.010435,0.541366,0.75,2547120557258,2,0.031306,43168793851,0
LN00257,CUS00355,Large Corporate,Energy,Hai Phong,BB,875000000000,261187950098,Machinery,0.7687,2.2,5.049,0.0033,-0.0114,15,0,0.082274,0.519043,0.4,979475180039,1,0.123411,41827137838,0
LN00258,CUS00384,Consumer Finance,Healthcare,Binh Duong,BBB,165000000000,50679438537,Machinery,0.8904,1.272,6.011,0.2472,0.0632,0,0,0.034033,0.561637,0.75,203009578902,1,0.05105,3880416123,0
LN00259,CUS00435,SME,Technology,Can Tho,B,2670000000000,231303634102,Inventory,0.3652,1.683,4.937,0.471,0.0806,0,0,0.147899,0.377814,0.4,2762521453640,1,0.221849,154365670543,0
LN00260,CUS00258,Retail Mortgage,Agriculture,Binh Duong,A,1784000000000,519059298700,Unsecured,0.8443,2.647,2.342,0.1935,0.163,0,0,0.012,0.745493,0.75,2173294474025,1,0.018,19442112168,0
LN00261,CUS00075,Consumer Finance,Retail,Da Nang,AA,1591000000000,322983418957,Receivables,0.7061,2.071,2.66,0.1378,0.2176,0,1,0.00625,0.497121,0.75,1833237564217,1,0.009375,5695883785,0
LN00262,CUS00401,Large Corporate,Construction,Can Tho,B,1236000000000,337371920868,Unsecured,0.8618,1.553,6.338,-0.1659,0.1908,0,0,0.168067,0.75164,0.4,1370948768347,1,0.2521,173185954839,0
LN00263,CUS00587,Large Corporate,Agriculture,Binh Duong,B,592000000000,79402252456,Unsecured,1.2433,0.87,4.558,-0.1128,0.1016,35,0,0.244108,0.885156,0.4,623760900982,2,0.732323,404334254674,1
LN00264,CUS00259,Consumer Finance,Agriculture,HCMC,BBB,862000000000,290264245993,Inventory,0.8421,2.215,2.468,-0.1413,0.1501,0,0,0.025,0.544727,0.75,1079698184494,1,0.0375,14703519636,0
LN00265,CUS00292,Retail Mortgage,Healthcare,Binh Duong,A,1891000000000,548585777568,Cash,1.1175,2.164,3.196,0.1994,-0.0821,0,0,0.012282,0.491135,0.75,2302439333176,1,0.018423,13888834794,0
LN00266,CUS00253,Large Corporate,Retail,Can Tho,AA,1346000000000,373318610008,Receivables,0.6113,1.55,4.942,-0.0771,0.0595,0,0,0.006165,0.463961,0.4,1495327444003,1,0.009248,4277386926,0
LN00267,CUS00144,Large Corporate,Energy,Binh Duong,BBB,552000000000,168807716674,Inventory,0.7379,2.348,0.924,0.1846,0.0517,5,0,0.027083,0.50825,0.4,619523086669,1,0.040625,8527796581,0
LN00268,CUS00553,Retail Mortgage,Construction,Hai Phong,A,2079000000000,590918166893,Real Estate,0.6579,2.077,1.499,0.095,0.0351,0,0,0.012,0.480248,0.75,2522188625169,1,0.018,14535304662,0
LN00269,CUS00170,SME,Manufacturing,Can Tho,BB,2417000000000,797494158618,Machinery,0.793,2.395,1.795,0.0682,-0.0279,35,1,0.100833,0.527563,0.4,2735997663447,2,0.3025,436631497297,0
LN00270,CUS00379,Large Corporate,Technology,HCMC,BB,2319000000000,688130756470,Cash,0.846,2.679,2.74,-0.0888,0.0978,0,0,0.055,0.396095,0.4,2594252302588,1,0.0825,56516335636,0
LN00271,CUS00558,SME,Retail,Binh Duong,AA,1591000000000,336263264259,Inventory,0.7908,1.848,4.43,0.0606,0.0622,15,1,0.008358,0.526784,0.4,1725505305703,1,0.012537,7597093186,0
LN00272,CUS00619,SME,Energy,Hanoi,A,320000000000,74399457247,Unsecured,0.6174,0.945,5.341,-0.0871,0.0823,35,0,0.02482,0.666089,0.4,349759782898,2,0.07446,17347067315,0
LN00273,CUS00491,SME,Manufacturing,Hai Phong,BB,317000000000,73399312613,Machinery,0.828,2.108,4.245,0.2841,0.1381,0,0,0.063216,0.539816,0.4,346359725045,1,0.094824,11819483622,0
LN00274,CUS00185,SME,Manufacturing,Binh Duong,A,93000000000,10197602365,Receivables,0.5814,2.311,4.55,0.223,0.1618,35,0,0.021232,0.453501,0.4,97079040946,2,0.063696,2804249818,0
LN00275,CUS00147,Consumer Finance,Healthcare,Can Tho,CCC,78000000000,30835665301,Unsecured,0.7988,0.789,4.125,0.0391,0.0192,0,0,0.409852,0.729579,0.75,101126748975,1,0.614778,30238885462,0
LN00276,CUS00536,SME,Manufacturing,Can Tho,BB,1085000000000,81890120803,Cash,0.7099,1.31,0.291,0.0241,0.0728,0,0,0.055,0.348457,0.4,1117756048321,1,0.0825,21421927815,0
LN00277,CUS00002,Retail Mortgage,Energy,Can Tho,B,396000000000,31616633245,Cash,1.0706,1.369,4.44,-0.074,0.0905,5,2,0.210734,0.474703,0.75,419712474933,2,0.632201,125958844602,0
LN00278,CUS00590,SME,Energy,Hanoi,BB,179000000000,56195128115,Inventory,0.7615,0.629,4.627,-0.2261,0.1053,0,1,0.104629,0.516541,0.4,201478051246,1,0.156943,10888892992,0
LN00279,CUS00324,SME,F&B,Hai Phong,BBB,345000000000,43977150208,Machinery,0.9966,1.406,4.023,0.3424,0.1158,0,0,0.028068,0.598796,0.4,362590860083,1,0.042101,6093976522,0
LN00280,CUS00571,SME,Manufacturing,Hai Phong,BBB,1040000000000,122289754749,Cash,0.5953,1.109,2.794,-0.3456,-0.0703,0,0,0.026823,0.308357,0.4,1088915901899,1,0.040235,9006535710,0
LN00281,CUS00521,SME,Agriculture,Hai Phong,A,1258000000000,327008317764,Inventory,0.8805,1.252,5.008,0.3542,0.1324,15,2,0.023892,0.558182,0.4,1388803327105,2,0.071675,55562637935,0
LN00282,CUS00270,SME,Agriculture,HCMC,B,2897000000000,67858628919,Unsecured,0.9483,1.2,4.477,0.1923,-0.0503,0,0,0.14127,0.781913,0.4,2924143451567,1,0.211906,323004188329,0
LN00283,CUS00531,Large Corporate,Healthcare,Da Nang,BBB,1643000000000,453935459496,Receivables,0.5373,1.686,0.435,-0.1698,0.1389,0,0,0.025,0.438072,0.4,1824574183798,1,0.0375,19982357972,0
LN00284,CUS00405,SME,Healthcare,Hai Phong,A,950000000000,262993718888,Unsecured,0.5914,1.561,2.026,-0.1957,-0.0904,0,0,0.012,0.656988,0.4,1055197487555,1,0.018,8319021013,0
LN00285,CUS00414,Large Corporate,Agriculture,Binh Duong,BB,283000000000,117057244578,Unsecured,0.5436,1.529,1.475,-0.0064,0.0054,0,2,0.0825,0.640265,0.4,329822897831,2,0.2475,52265585835,0
LN00286,CUS00454,SME,Manufacturing,Hai Phong,AAA,2290000000000,74593742627,Real Estate,0.9509,1.434,6.463,0.2273,-0.0995,35,1,0.004498,0.582808,0.4,2319837497050,2,0.013493,18243475552,0
LN00287,CUS00362,Retail Mortgage,Retail,Binh Duong,BB,2793000000000,579056486854,Receivables,0.8097,1.733,3.59,0.1249,-0.0814,5,0,0.063477,0.533408,0.75,3227292365140,1,0.095216,109273860560,0
LN00288,CUS00195,Large Corporate,F&B,Hai Phong,BB,1636000000000,495976406334,Real Estate,0.1721,1.894,2.698,0.2661,0.052,0,2,0.0825,0.310246,0.4,1834390562533,2,0.2475,140855244758,0
LN00289,CUS00555,Retail Mortgage,Retail,Hanoi,BB,848000000000,87465594260,Inventory,1.0436,0.899,1.697,0.3259,0.1136,65,0,0.127823,0.615252,0.75,913599195695,2,0.383469,215545620491,1
LN00290,CUS00434,SME,Transport,Hai Phong,B,2355000000000,920677773553,Receivables,0.9053,0.216,3.433,0.2061,0.0573,0,0,0.220685,0.566859,0.4,2723271109421,1,0.331027,340673138431,1
LN00291,CUS00266,SME,Real Estate,HCMC,CCC,2813000000000,982178032645,Receivables,0.7523,1.874,1.989,0.0621,0.2096,0,0,0.28,0.513322,0.4,3205871213058,1,0.42,460780486413,0
LN00292,CUS00135,Large Corporate,Retail,Binh Duong,BB,1407000000000,231684876282,Cash,0.8658,1.422,3.207,0.0271,0.0165,35,0,0.088452,0.403042,0.4,1499673950512,2,0.265357,160390337001,0
LN00293,CUS00530,Retail Mortgage,Construction,Binh Duong,BB,2276000000000,442678445522,Machinery,0.7677,2.01,3.971,0.054,0.1071,0,3,0.102657,0.518699,0.75,2608008834141,2,0.307971,416614363066,0
LN00294,CUS00267,Large Corporate,Technology,Da Nang,BB,2327000000000,49958797769,Cash,0.7329,2.067,3.687,0.1097,0.1498,15,0,0.073285,0.356503,0.4,2346983519107,1,0.109927,61317946252,0
LN00295,CUS00523,Consumer Finance,Agriculture,Hai Phong,BBB,1411000000000,12594445078,Inventory,1.1409,2.563,4.108,0.0525,-0.0129,0,1,0.034573,0.649317,0.75,1420445833808,1,0.051859,31887196584,0
LN00296,CUS00074,Retail Mortgage,Technology,Hanoi,B,2515000000000,324273057767,Receivables,0.7171,1.592,2.623,0.2418,0.2162,0,0,0.12,0.500999,0.75,2758204793325,1,0.18,165822975674,0
LN00297,CUS00024,Large Corporate,Retail,HCMC,A,1195000000000,382035606621,Unsecured,0.6917,1.461,5.057,-0.1234,0.2131,0,0,0.014962,0.692112,0.4,1347814242648,1,0.022443,13957438108,0
LN00298,CUS00086,Consumer Finance,F&B,Hanoi,BB,329000000000,31175109312,Unsecured,0.7254,1.603,3.578,0.2679,0.055,0,1,0.072566,0.703888,0.75,352381331984,1,0.108849,17999034833,0
LN00299,CUS00479,Large Corporate,Manufacturing,Can Tho,BBB,1269000000000,130973718375,Receivables,0.8331,1.207,4.4,0.2371,0.1002,0,2,0.0417,0.541601,0.4,1321389487350,2,0.125101,89530617203,0
LN00300,CUS00356,SME,F&B,Hai Phong,BB,2859000000000,693820421199,Machinery,0.897,1.289,2.365,0.0775,-0.0739,0,0,0.055,0.563945,0.4,3136528168479,1,0.0825,97285685561,0
LN00301,CUS00489,SME,Construction,Da Nang,BB,1690000000000,197583256914,Inventory,0.8491,1.807,4.285,-0.2403,0.0399,0,2,0.090982,0.547186,0.4,1769033302765,2,0.272945,264207883178,0
LN00302,CUS00388,Retail Mortgage,Energy,HCMC,AAA,949000000000,340259511280,Cash,1.0371,1.461,2.93,0.2225,0.0321,0,1,0.0025,0.46297,0.75,1204194633460,1,0.00375,1393764190,0
LN00303,CUS00633,SME,Energy,Hai Phong,BBB,2513000000000,913246121382,Cash,0.7846,1.387,3.087,-0.2471,-0.0439,0,0,0.025261,0.374625,0.4,2878298448552,1,0.037891,27238033398,0
LN00304,CUS00093,SME,Healthcare,HCMC,BBB,81000000000,5545842171,Inventory,1.054,1.914,3.144,0.2243,0.0787,0,0,0.025432,0.618886,0.4,83218336868,1,0.038148,1309813112,0
LN00305,CUS00197,Large Corporate,Retail,Can Tho,AAA,2043000000000,917477694232,Inventory,0.5051,2.02,1.897,0.3836,0.1159,15,0,0.0025,0.426773,0.4,2409991077692,1,0.00375,2571296174,0
LN00306,CUS00214,Retail Mortgage,Energy,Hai Phong,BBB,2929000000000,328144839266,Real Estate,0.6297,1.879,1.699,0.0763,0.0692,0,1,0.03125,0.470388,0.75,3175108629449,1,0.046875,46672869382,0
LN00307,CUS00242,Consumer Finance,F&B,Dong Nai,BBB,2579000000000,845155540766,Machinery,0.8416,1.106,4.354,0.2232,0.0672,0,0,0.030948,0.54457,0.75,3212866655574,1,0.046423,54148183396,0
LN00308,CUS00092,Large Corporate,Real Estate,HCMC,BBB,2396000000000,129006190105,Inventory,1.0303,1.818,3.018,0.384,0.1265,0,0,0.025054,0.610594,0.4,2447602476042,1,0.037582,37443571363,0
LN00309,CUS00450,SME,Construction,Dong Nai,A,2562000000000,69234337837,Inventory,0.7788,2.051,2.55,0.0606,0.0204,0,0,0.012,0.522591,0.4,2589693735134,1,0.018,16240197052,0
LN00310,CUS00480,SME,Energy,Da Nang,A,1028000000000,415721524279,Machinery,0.8633,1.213,3.338,0.0029,0.2088,0,0,0.012487,0.552162,0.4,1194288609711,1,0.018731,8234725216,0
LN00311,CUS00373,Consumer Finance,Healthcare,Can Tho,B,658000000000,20394356333,Cash,0.9441,2.181,3.088,0.2516,0.204,0,0,0.121264,0.430435,0.75,673295767249,1,0.181897,35143700257,1
LN00312,CUS00099,Retail Mortgage,Transport,Binh Duong,BB,2209000000000,814176387867,Unsecured,0.8513,2.108,5.173,0.0903,0.0439,0,0,0.069342,0.747951,0.75,2819632290900,1,0.104014,146239453994,0
LN00313,CUS00376,Retail Mortgage,Real Estate,HCMC,BB,733000000000,288121592684,Machinery,0.9184,2.405,4.682,0.2162,0.1505,0,1,0.079851,0.571429,0.75,949091194513,1,0.119776,43306006081,0
LN00314,CUS00378,Large Corporate,Construction,Can Tho,BB,2687000000000,594182962051,Machinery,0.5991,1.973,2.835,0.1001,0.0631,0,2,0.0825,0.459676,0.4,2924673184820,2,0.2475,332739787720,0
LN00315,CUS00184,Large Corporate,Healthcare,Binh Duong,BB,290000000000,108896573015,Real Estate,0.7731,1.98,2.558,0.0698,0.0994,0,0,0.055,0.520584,0.4,333558629206,1,0.0825,9550493580,0
LN00316,CUS00162,Retail Mortgage,Energy,Binh Duong,BB,2363000000000,380640345099,Unsecured,1.0459,1.014,3.731,0.1606,0.0575,0,0,0.06803,0.81607,0.75,2648480258824,1,0.102046,147037372907,0
LN00317,CUS00261,Consumer Finance,Technology,Da Nang,CCC,2255000000000,1006087069729,Inventory,0.7628,2.273,3.332,-0.1103,0.0735,0,0,0.291163,0.516992,0.75,3009565302296,1,0.436745,453026776133,0
LN00318,CUS00323,Consumer Finance,Technology,Hanoi,CCC,2976000000000,46420558664,Real Estate,0.3793,1.779,3.448,0.3301,0.2162,0,3,0.505049,0.382746,0.75,3010815418998,2,0.99,1140853340355,0
LN00319,CUS00585,Consumer Finance,F&B,Hai Phong,B,2280000000000,585505578398,Cash,0.7699,1.694,2.409,0.1058,0.0742,0,0,0.12,0.369448,0.75,2719129183798,1,0.18,120549059291,0
LN00320,CUS00591,Retail Mortgage,Retail,Hai Phong,BB,1331000000000,474909967184,Unsecured,1.268,2.279,5.516,-0.0074,-0.0074,35,0,0.103688,0.893811,0.75,1687182475388,2,0.311063,469090826799,0
LN00321,CUS00056,Consumer Finance,Real Estate,Da Nang,AA,1427000000000,564958755576,Inventory,0.4272,2.309,4.945,0.2921,0.0877,65,0,0.011584,0.399527,0.75,1850719066682,2,0.034751,25695495415,0
LN00322,CUS00228,SME,Transport,Hai Phong,BB,1340000000000,302948171099,Machinery,0.4608,1.832,3.643,0.0592,0.0106,0,0,0.059245,0.411288,0.4,1461179268439,1,0.088868,35604351959,0
LN00323,CUS00405,Large Corporate,Energy,Dong Nai,BBB,340000000000,72805762122,Inventory,0.8426,1.107,3.089,0.2609,-0.0234,15,0,0.033376,0.544903,0.4,369122304848,1,0.050063,6713011883,0
LN00324,CUS00357,SME,Agriculture,HCMC,BB,2149000000000,238132040062,Unsecured,0.9738,2.658,4.255,-0.1019,0.2527,0,0,0.063282,0.79083,0.4,2244252816024,1,0.094924,112315085081,0
LN00325,CUS00088,SME,Healthcare,Hanoi,BBB,695000000000,308888137030,Inventory,0.397,0.685,2.465,0.1159,0.2319,0,0,0.035307,0.388954,0.4,818555254812,1,0.052961,11241059166,0
LN00326,CUS00536,Consumer Finance,Retail,Can Tho,BB,1180000000000,7292378420,Machinery,0.9528,1.708,2.562,0.0433,0.0953,0,0,0.055,0.583465,0.75,1185469283815,1,0.0825,38042362646,0
LN00327,CUS00009,SME,Technology,Hanoi,BBB,2849000000000,895839145196,Machinery,1.1128,1.884,2.984,0.0341,0.1214,15,0,0.03125,0.639467,0.4,3207335658078,1,0.046875,64093304637,0
LN00328,CUS00324,SME,F&B,Hai Phong,BBB,1477000000000,574445213121,Unsecured,0.9934,2.898,3.537,0.0029,0.0432,0,3,0.04536,0.797697,0.4,1706778085248,2,0.136079,185270499021,0
LN00329,CUS00364,Large Corporate,Agriculture,Dong Nai,B,2052000000000,892735153304,Machinery,0.5569,1.477,6.266,0.1806,0.0586,15,0,0.197034,0.444917,0.4,2409094061321,1,0.295551,211190031964,0
LN00330,CUS00403,Large Corporate,Agriculture,Dong Nai,BBB,2565000000000,297426406671,Real Estate,0.8684,0.1,7.264,0.5116,0.0784,65,0,0.086875,0.553935,0.4,2683970562668,2,0.260624,387482403394,0
LN00331,CUS00595,SME,Energy,Binh Duong,A,2510000000000,985716311205,Unsecured,0.7693,1.273,1.876,-0.0039,0.0483,0,0,0.012,0.719246,0.4,2904286524482,1,0.018,25066746583,0
LN00332,CUS00326,Retail Mortgage,Retail,Hanoi,BB,2822000000000,895452698848,Inventory,1.1021,1.507,3.088,0.5708,0.0841,0,2,0.083078,0.635718,0.75,3493589524136,2,0.249233,553531025133,0
LN00333,CUS00193,Large Corporate,Construction,Hanoi,BB,2980000000000,39537167500,Machinery,0.6253,3.142,4.355,0.0431,0.0859,5,1,0.082277,0.468842,0.4,2995814867000,1,0.123416,115563870540,0
LN00334,CUS00515,Retail Mortgage,Real Estate,Can Tho,A,2529000000000,303702996729,Cash,0.4787,1.436,2.785,0.1107,0.2112,0,0,0.012,0.267557,0.75,2756777247546,1,0.018,8851153284,0
LN00335,CUS00210,Large Corporate,Transport,Hanoi,BB,2014000000000,429447464374,Receivables,0.9239,2.138,0.2,0.3375,0.2648,0,0,0.055,0.573352,0.4,2185778985749,1,0.0825,68927125820,0
LN00336,CUS00627,Retail Mortgage,Technology,Dong Nai,A,2819000000000,412146347382,Receivables,0.6288,1.401,3.478,0.0365,0.1032,5,0,0.013688,0.470079,0.75,3128109760536,1,0.020532,20127751187,0
LN00337,CUS00646,SME,Agriculture,Hanoi,BB,159000000000,37252442477,Unsecured,0.4925,2.108,7.672,0.237,0.0103,5,0,0.090417,0.622387,0.4,173900976990,1,0.135625,9786165147,0
LN00338,CUS00513,SME,Technology,Hanoi,A,1173000000000,243522100498,Inventory,0.8265,1.13,4.103,0.2845,0.1224,0,1,0.017259,0.539264,0.4,1270408840199,1,0.025888,11823761194,0
LN00339,CUS00168,Consumer Finance,Healthcare,Dong Nai,A,2240000000000,136389127583,Unsecured,0.6625,2.111,4.008,0.2969,0.0775,0,0,0.013452,0.681883,0.75,2342291845687,1,0.020178,21484932447,0
LN00340,CUS00175,Large Corporate,Construction,Da Nang,BB,2599000000000,424480440788,Receivables,0.7194,1.265,2.995,0.135,-0.0026,65,0,0.114583,0.501774,0.4,2768792176315,2,0.34375,477574430471,0
LN00341,CUS00260,Large Corporate,Manufacturing,Hanoi,BB,734000000000,254052489908,Machinery,1.0128,1.95,2.757,-0.3749,0.0778,35,2,0.114583,0.604479,0.4,835620995963,2,0.34375,173633517640,1
LN00342,CUS00561,SME,Technology,Da Nang,BBB,2492000000000,989863055090,Real Estate,0.7725,1.856,5.061,-0.1028,0.1025,0,0,0.031184,0.520389,0.4,2887945222036,1,0.046775,46864372319,0
LN00343,CUS00183,Retail Mortgage,Agriculture,HCMC,BB,202000000000,16801954851,Machinery,1.0243,1.973,3.42,0.1166,-0.0059,0,0,0.05777,0.608517,0.75,214601466138,1,0.086655,7544088151,0
LN00344,CUS00389,SME,Healthcare,Can Tho,BB,2438000000000,627851227719,Unsecured,0.7218,0.476,1.812,0.0793,0.0144,0,1,0.100616,0.702646,0.4,2689140491087,1,0.150924,190114888825,0
LN00345,CUS00542,Retail Mortgage,Energy,Hanoi,AA,1201000000000,254452963455,Real Estate,0.9353,2.556,2.509,0.2435,0.1037,0,0,0.005,0.577364,0.75,1391839722591,1,0.0075,4017989978,0
LN00346,CUS00648,Consumer Finance,Healthcare,Hai Phong,BBB,1178000000000,226381116056,Unsecured,0.9826,2.046,2.313,-0.144,0.0392,65,0,0.052083,0.793923,0.75,1347785837042,2,0.15625,167193459662,0
LN00347,CUS00359,Retail Mortgage,Manufacturing,Binh Duong,BBB,2904000000000,379609802211,Machinery,0.8848,2.059,0.761,0.1503,0.0857,0,0,0.025,0.559693,0.75,3188707351658,1,0.0375,44617427143,0
LN00348,CUS00583,Large Corporate,Retail,Binh Duong,B,2828000000000,358398142556,Machinery,0.7141,1.918,2.037,-0.0791,0.087,0,0,0.12,0.49993,0.4,2971359257022,1,0.18,178256480578,0
LN00349,CUS00058,Large Corporate,Manufacturing,Can Tho,CCC,2756000000000,594190080619,Inventory,0.7969,1.824,3.735,0.1588,-0.0653,35,0,0.468035,0.528905,0.4,2993676032247,2,0.99,1567535501555,0
LN00350,CUS00032,Retail Mortgage,Healthcare,Da Nang,BB,2276000000000,548853904227,Inventory,0.9481,2.017,5.257,0.1954,-0.0694,0,2,0.097394,0.581825,0.75,2687640428170,2,0.292181,456894540410,0
LN00351,CUS00463,Retail Mortgage,Agriculture,Can Tho,CCC,2482000000000,435106571311,Cash,0.5195,1.181,3.221,-0.2013,0.082,0,0,0.291756,0.281819,0.75,2808329928483,1,0.437634,230907683594,0
LN00352,CUS00349,SME,Retail,Hai Phong,CCC,461000000000,77631045031,Machinery,0.8966,2.159,3.419,0.2586,0.1422,15,2,0.504079,0.56381,0.4,492052418012,2,0.99,274649681385,0
LN00353,CUS00319,Large Corporate,Agriculture,Hanoi,BB,588000000000,203604777701,Inventory,1.3132,2.704,0.2,0.0228,0.0961,0,1,0.06875,0.709604,0.4,669441911080,1,0.103125,32658926225,0
LN00354,CUS00206,Retail Mortgage,Healthcare,HCMC,BB,1914000000000,765855794997,Inventory,0.9024,2.548,4.64,0.0789,0.0729,15,0,0.079576,0.565851,0.75,2488391846247,1,0.119364,112047354460,0
LN00355,CUS00291,Large Corporate,Agriculture,Binh Duong,BBB,2750000000000,145592912937,Receivables,0.9446,2.155,5.146,0.1041,0.0358,0,0,0.031439,0.580594,0.4,2808237165174,1,0.047159,51259796360,0
LN00356,CUS00611,Large Corporate,Construction,Binh Duong,BBB,2216000000000,442405424953,Inventory,0.838,2.225,4.352,0.0416,0.0562,0,0,0.029055,0.543298,0.4,2392962169981,1,0.043583,37774543552,0
LN00357,CUS00480,SME,Technology,Hanoi,BB,1363000000000,501378037842,Inventory,0.7811,1.002,0.2,-0.0214,0.0932,0,1,0.077452,0.523392,0.4,1563551215136,1,0.116179,63383282136,0
LN00358,CUS00465,SME,Technology,Hai Phong,BBB,590000000000,228621061558,Machinery,0.6262,0.898,1.126,-0.1374,0.1678,5,1,0.039364,0.469177,0.4,681448424623,1,0.059047,12585571013,0
LN00359,CUS00310,Large Corporate,Technology,Binh Duong,AA,1891000000000,719704801068,Receivables,0.8127,2.299,1.713,-0.0169,-0.015,0,0,0.005,0.534453,0.4,2178881920427,1,0.0075,5822553915,0
LN00360,CUS00351,SME,Healthcare,Binh Duong,BBB,1000000000000,246577057775,Cash,1.0268,2.334,2.975,-0.0981,0.2135,0,1,0.03125,0.459383,0.4,1098630823110,1,0.046875,15771644933,0
LN00361,CUS00611,SME,Manufacturing,Can Tho,BB,2917000000000,753708259932,Real Estate,0.3831,1.862,1.466,0.1329,0.1118,65,0,0.114583,0.384078,0.4,3218483303972,2,0.34375,424926368221,0
LN00362,CUS00545,SME,Transport,Da Nang,B,253000000000,10307182600,Unsecured,0.738,2.27,0.531,0.2901,0.025,0,0,0.12,0.708307,0.4,257122873040,1,0.18,21854626943,0
LN00363,CUS00627,SME,Healthcare,Binh Duong,BBB,2793000000000,1102792054424,Machinery,0.7406,2.731,1.857,-0.2842,0.2073,65,3,0.070833,0.509225,0.4,3234116821769,2,0.2125,349965127355,0
LN00364,CUS00443,Retail Mortgage,Manufacturing,Dong Nai,BBB,1514000000000,613902871054,Real Estate,0.5267,1.822,3.188,-0.3843,0.0083,0,0,0.025565,0.434358,0.75,1974427153290,1,0.038348,21925120186,0
LN00365,CUS00129,Retail Mortgage,Transport,HCMC,BB,1564000000000,306286756067,Receivables,0.8798,2.129,4.344,0.2557,0.1318,0,0,0.063872,0.557924,0.75,1793715067050,1,0.095808,63920608950,0
LN00366,CUS00436,Large Corporate,Real Estate,Binh Duong,AAA,2696000000000,529847042438,Receivables,0.6925,2.031,3.164,-0.0369,0.0253,0,1,0.002539,0.492387,0.4,2907938816975,1,0.003809,3635876661,0
LN00367,CUS00039,SME,Agriculture,Binh Duong,A,1577000000000,252143776156,Receivables,0.957,2.489,0.807,-0.084,0.0979,0,0,0.012,0.584934,0.4,1677857510462,1,0.018,11777233447,0
LN00368,CUS00625,Large Corporate,Transport,Hanoi,BBB,2830000000000,101960365093,Receivables,1.0853,1.716,1.502,0.2703,-0.0131,0,0,0.025,0.629838,0.4,2870784146037,1,0.0375,45203237756,0
LN00369,CUS00302,SME,Construction,Da Nang,BBB,2376000000000,334124702169,Cash,1.0235,1.964,3.481,-0.1192,0.0002,5,0,0.028526,0.458226,0.4,2509649880867,1,0.042789,32804179231,0
LN00370,CUS00497,Retail Mortgage,Healthcare,Hanoi,A,2310000000000,270730640447,Unsecured,0.8321,1.303,1.865,-0.156,0.0383,0,1,0.015,0.741238,0.75,2513047980335,1,0.0225,27941493589,0
LN00371,CUS00268,Retail Mortgage,Construction,Can Tho,A,1034000000000,61670286333,Inventory,0.7736,2.866,3.878,0.0878,0.1388,0,0,0.013265,0.520761,0.75,1080252714749,1,0.019897,7462061124,0
LN00372,CUS00244,Large Corporate,Technology,Dong Nai,BB,137000000000,21136578912,Cash,1.0882,2.066,3.596,0.1753,0.0713,0,3,0.100187,0.480886,0.4,145454631564,2,0.30056,21023286022,0
LN00373,CUS00400,Large Corporate,Manufacturing,Hai Phong,BBB,1415000000000,34591944584,Unsecured,0.8166,2.814,4.679,0.1451,0.0,65,2,0.069621,0.7358,0.4,1428836777833,2,0.208863,219585108971,0
LN00374,CUS00443,Retail Mortgage,Agriculture,Binh Duong,BBB,1184000000000,494024161881,Real Estate,0.6838,1.014,3.867,0.345,0.0612,0,2,0.043822,0.489345,0.75,1554518121410,2,0.131465,100004700728,0
LN00375,CUS00321,Large Corporate,F&B,Binh Duong,B,404000000000,46421524457,Inventory,0.658,1.491,2.729,-0.0394,0.0253,0,0,0.12,0.480297,0.4,422568609782,1,0.18,24355036264,0
LN00376,CUS00609,Retail Mortgage,Real Estate,Dong Nai,AAA,1686000000000,74124048814,Real Estate,0.3474,2.275,4.124,0.1081,0.1541,0,0,0.00227,0.371576,0.75,1741593036610,1,0.003405,1468871535,0
